Crop_Category,Crop_Variety,Seed_Type,Temperature_Avg_C,Temperature_Min_C,Temperature_Max_C,Rainfall_mm,Humidity_Percent,Sunshine_Hours,Growing_Season_Days,Soil_pH,Nitrogen_kg_per_ha,Phosphorus_kg_per_ha,Potassium_kg_per_ha,Organic_Matter_Percent,Soil_Type,Soil_Moisture_Percent,Irrigation_Type,Season,Previous_Crop,Farm_Size_ha,Fertilizer_Nitrogen_kg_per_ha,Fertilizer_Phosphorus_kg_per_ha,Fertilizer_Potassium_kg_per_ha,Pesticide_Usage,Yield_tons_per_ha
Wheat,Wheat (Durum),HYV,21.34,14.69,32.97,457.54,59.4,7.58,124,7.28,98.23,47.96,38.12,2.2,Loamy,45.16,Rainfed,Rabi,Sugarcane,2.01,89.8,45.29,35.12,0,5.15
Millet,Millet (Sorghum/Jowar),Hybrid,29.87,23.74,41.42,597.63,56.24,9.31,129,7.43,61.82,32.52,31.47,3.43,Alluvial,58.87,Drip,Rabi,Rice,1.05,79.55,49.88,43.12,1,3.362
Soybean,Soybean (Food Grade),Traditional,28.52,20.67,36.52,872.79,76.97,7.51,107,7.05,28.97,51.11,32.18,2.85,Desert,58.3,Flood,Kharif,Wheat,13.44,19.81,38.61,27.4,1,2.507
Millet,Millet (Finger/Ragi),HYV,29.47,21.94,38.28,518.2,55.88,8.69,127,5.06,32.73,24.33,17.78,2.16,Red,44.28,Rainfed,Zaid,Cotton,6.26,31.67,25.83,16.82,0,0.99
Millet,Millet (Pearl/Bajra),Hybrid,30.94,22.98,41.11,358.73,54.0,9.06,87,6.88,54.27,21.07,28.01,1.85,Loamy,54.38,Sprinkler,Kharif,Maize,9.87,53.99,30.74,27.23,1,1.738
Millet,Millet (Foxtail),Hybrid,29.1,22.04,40.15,504.19,53.77,8.14,85,7.04,36.26,16.7,17.48,2.14,Loamy,56.63,Rainfed,Rabi,Soybean,0.81,36.15,24.94,18.41,1,1.313
Maize,Maize (Feed Corn),Hybrid,24.2,18.28,32.34,627.35,70.33,7.01,90,6.29,144.6,66.58,50.91,2.02,Laterite,76.49,Flood,Rabi,Pulses,2.55,132.5,75.49,58.55,1,5.896
Wheat,Wheat (Durum),Traditional,18.46,10.83,28.86,635.41,67.91,8.14,127,6.54,80.28,51.58,31.45,2.03,Alluvial,48.02,Flood,Rabi,Cotton,10.9,66.23,29.63,23.3,1,4.427
Rice,Rice (Non-Basmati),Hybrid,26.88,20.16,38.77,1218.47,77.11,6.77,136,7.23,117.04,40.48,41.03,4.88,Clayey,71.93,Sprinkler,Kharif,Maize,12.76,106.07,62.44,65.58,0,9.1
Rice,Rice (Basmati),HYV,28.92,22.86,37.41,1279.91,70.13,6.25,133,7.1,78.66,36.57,34.39,2.13,Clayey,83.0,Sprinkler,Kharif,Pulses,4.68,72.44,35.06,38.17,1,3.887
Soybean,Soybean (Food Grade),Traditional,27.19,22.05,38.91,825.2,69.05,6.02,93,7.23,22.9,43.74,34.19,3.02,Red,53.49,Sprinkler,Rabi,Pulses,16.04,20.51,35.91,25.22,1,2.061
Soybean,Soybean (Oil Grade),Traditional,25.12,18.9,35.63,693.36,72.12,8.2,101,7.17,25.13,56.59,41.91,4.12,Black,65.89,Rainfed,Kharif,Millet,13.44,17.72,54.01,32.97,0,3.148
Millet,Millet (Finger/Ragi),Hybrid,27.4,21.58,37.13,601.35,58.31,7.92,112,5.58,47.53,27.05,24.9,1.92,Red,47.23,Sprinkler,Kharif,Maize,14.04,46.84,28.57,16.58,0,2.98
Millet,Millet (Pearl/Bajra),HYV,29.17,23.58,36.71,424.54,46.43,10.7,65,6.65,57.52,29.99,27.23,2.8,Red,30.4,Rainfed,Kharif,Maize,5.57,45.61,23.27,22.01,1,2.806
Rice,Rice (Basmati),Hybrid,28.45,22.42,36.52,1406.86,73.26,7.63,134,6.43,79.05,30.5,31.5,3.61,Alluvial,74.39,Flood,Kharif,Sugarcane,5.53,77.15,45.53,42.27,1,6.5
Maize,Maize (Sweet Corn),Hybrid,25.28,17.73,35.39,676.08,70.73,6.92,81,6.28,110.91,68.71,41.68,3.4,Clayey,52.75,Sprinkler,Rabi,Fallow,15.48,145.87,71.38,69.78,0,7.358
Wheat,Wheat (Sharbati),HYV,17.35,11.1,27.07,510.98,61.89,7.13,117,6.47,82.49,48.97,32.78,3.41,Black,56.45,Flood,Rabi,Cotton,11.73,81.94,43.19,34.2,0,4.491
Rice,Rice (Basmati),Hybrid,27.36,21.91,35.68,1473.92,75.51,8.72,145,6.42,77.4,36.05,36.14,3.6,Clayey,62.3,Sprinkler,Kharif,Rice,19.64,63.32,35.41,33.85,0,6.5
Millet,Millet (Finger/Ragi),HYV,31.94,25.68,41.67,609.07,66.22,8.65,129,5.26,41.47,28.34,21.15,1.59,Black,50.93,Sprinkler,Kharif,Millet,7.81,35.39,21.02,17.44,1,2.699
Maize,Maize (Popcorn),Hybrid,24.17,18.61,34.73,521.97,59.06,6.3,97,6.59,95.77,40.34,42.35,3.43,Loamy,60.22,Drip,Kharif,Fallow,17.56,91.61,48.65,53.55,1,7.8
Maize,Maize (Feed Corn),Hybrid,23.64,18.43,32.19,751.72,70.32,6.75,92,5.99,136.71,64.11,58.26,2.52,Red,71.67,Sprinkler,Kharif,Rice,5.87,149.3,80.97,70.85,1,10.749
Wheat,Wheat (Sharbati),HYV,21.32,15.36,30.23,553.22,53.01,8.98,117,6.58,86.28,46.96,34.68,2.49,Black,50.23,Flood,Rabi,Fallow,1.45,94.88,44.65,30.15,1,3.744
Rice,Rice (Sona Masuri),Traditional,29.38,22.97,40.96,1156.72,73.53,7.98,122,6.0,76.87,38.98,37.91,3.78,Red,76.28,Flood,Kharif,Millet,5.73,68.38,31.17,35.56,1,6.972
Millet,Millet (Sorghum/Jowar),Traditional,30.43,23.21,40.66,649.4,63.77,7.06,112,6.87,72.11,38.22,26.52,2.26,Loamy,47.67,Drip,Kharif,Fallow,7.21,61.65,24.44,22.37,0,2.647
Rice,Rice (Non-Basmati),Traditional,31.47,24.46,41.2,1287.17,72.7,8.12,115,6.58,87.13,58.16,52.95,3.43,Black,85.37,Sprinkler,Kharif,Cotton,17.41,61.4,29.96,25.56,1,4.373
Millet,Millet (Foxtail),Traditional,27.67,20.49,38.67,344.53,64.2,8.64,81,6.72,38.71,22.93,15.29,1.74,Red,59.26,Sprinkler,Rabi,Rice,11.88,25.88,18.26,12.33,1,1.509
Soybean,Soybean (Food Grade),Traditional,29.56,22.71,39.95,885.94,70.29,8.63,98,6.68,20.21,56.88,39.43,2.94,Alluvial,51.76,Rainfed,Kharif,Fallow,11.03,18.61,35.79,27.56,1,2.044
Soybean,Soybean (Oil Grade),Hybrid,28.35,23.01,37.22,769.24,75.75,8.67,100,6.43,22.17,57.29,39.24,2.54,Black,78.15,Drip,Kharif,Rice,18.13,22.54,74.0,41.12,1,4.102
Wheat,Wheat (Durum),Traditional,18.67,13.18,28.7,508.44,57.99,8.24,139,6.73,91.69,54.92,33.19,2.07,Black,69.12,Sprinkler,Rabi,Pulses,6.8,76.72,47.2,26.65,1,4.041
Millet,Millet (Foxtail),Traditional,31.2,26.05,40.62,425.55,61.59,8.49,62,7.34,30.54,16.06,16.13,2.86,Red,42.59,Rainfed,Kharif,Cotton,8.43,24.97,15.72,14.03,0,1.678
Millet,Millet (Pearl/Bajra),Hybrid,34.55,27.82,41.97,378.64,56.76,8.28,83,6.88,50.19,26.91,27.67,2.66,Loamy,44.91,Sprinkler,Kharif,Cotton,12.42,54.71,31.3,29.53,1,1.993
Rice,Rice (Basmati),HYV,27.21,21.82,35.66,1434.48,83.57,6.0,147,6.88,69.85,31.92,34.64,2.74,Loamy,82.87,Sprinkler,Kharif,Cotton,18.02,78.6,34.59,31.82,1,3.122
Wheat,Wheat (Common),Hybrid,21.06,14.89,29.25,511.35,55.78,8.19,124,7.49,92.89,42.76,30.9,2.4,Black,40.58,Rainfed,Rabi,Maize,4.83,102.56,54.51,34.64,1,5.501
Millet,Millet (Foxtail),Hybrid,30.98,25.28,40.13,323.53,53.76,9.09,70,5.7,39.25,19.97,18.06,1.04,Sandy,43.16,Sprinkler,Rabi,Rice,11.21,38.81,24.85,18.55,1,1.239
Wheat,Wheat (Common),Hybrid,20.42,15.11,31.73,501.14,60.61,8.75,117,6.72,88.55,42.88,31.28,1.98,Clayey,40.02,Flood,Rabi,Fallow,7.33,84.72,44.52,31.42,1,5.346
Maize,Maize (Sweet Corn),Hybrid,22.74,16.76,30.6,763.52,61.06,8.24,96,5.99,119.75,63.11,42.97,4.22,Red,60.98,Flood,Kharif,Rice,3.01,129.95,75.23,45.32,1,8.402
Wheat,Wheat (Sharbati),HYV,19.87,12.9,29.85,516.51,52.78,7.71,122,6.6,90.83,42.53,34.64,2.29,Laterite,40.96,Sprinkler,Rabi,Rice,9.07,90.22,47.75,30.93,1,3.767
Maize,Maize (Feed Corn),HYV,26.75,20.74,37.88,736.1,76.65,7.04,116,6.04,129.52,64.3,54.91,3.14,Loamy,68.02,Flood,Kharif,Maize,6.1,126.33,66.91,50.79,1,6.607
Wheat,Wheat (Common),Hybrid,19.56,13.86,30.51,401.64,59.26,9.58,114,6.58,95.93,40.19,33.93,2.05,Red,53.31,Sprinkler,Rabi,Wheat,3.0,83.4,40.72,32.11,1,5.149
Wheat,Wheat (Common),Hybrid,20.26,12.85,29.99,471.48,53.49,7.8,121,7.17,82.63,45.16,34.96,1.85,Desert,69.85,Sprinkler,Rabi,Rice,17.76,88.06,46.46,38.6,1,5.976
Maize,Maize (Feed Corn),Traditional,27.1,20.78,34.33,561.97,74.04,8.85,105,7.49,134.89,75.51,67.03,2.1,Alluvial,70.89,Flood,Rabi,Pulses,7.04,143.53,77.71,64.27,1,3.975
Maize,Maize (Feed Corn),HYV,28.18,20.32,35.44,848.98,60.41,6.5,99,7.26,127.03,70.95,65.7,2.06,Black,60.31,Flood,Kharif,Wheat,19.8,125.28,78.26,60.79,0,6.774
Soybean,Soybean (Food Grade),Traditional,26.77,20.62,34.47,798.9,70.69,7.86,105,7.19,21.01,40.95,35.26,2.25,Loamy,74.33,Rainfed,Kharif,Soybean,4.41,19.52,32.27,26.02,1,2.299
Rice,Rice (Basmati),HYV,25.91,19.37,37.13,1039.8,80.6,7.96,146,6.85,77.36,35.83,37.18,3.12,Clayey,62.31,Flood,Kharif,Maize,19.18,77.91,39.67,34.43,1,4.42
Rice,Rice (Non-Basmati),Hybrid,31.42,23.68,42.26,1451.55,72.3,6.25,120,6.74,108.2,41.65,47.11,3.3,Loamy,71.52,Drip,Kharif,Fallow,2.51,128.69,49.44,62.16,1,7.572
Millet,Millet (Pearl/Bajra),Hybrid,31.11,26.04,40.98,464.27,44.8,8.61,79,6.36,44.2,26.23,23.19,1.88,Alluvial,43.25,Sprinkler,Kharif,Cotton,15.21,50.26,31.39,31.87,0,3.123
Wheat,Wheat (Durum),HYV,19.94,14.11,28.31,525.08,54.88,7.01,137,6.83,92.5,57.2,34.84,3.11,Black,46.36,Sprinkler,Zaid,Wheat,12.94,81.81,44.37,31.1,1,4.287
Maize,Maize (Sweet Corn),Traditional,26.12,19.04,33.57,590.14,65.57,8.48,92,6.47,100.15,50.18,41.49,4.16,Red,54.45,Flood,Zaid,Sugarcane,5.27,102.8,47.69,44.34,1,4.944
Millet,Millet (Foxtail),Traditional,26.15,18.25,37.67,378.74,63.16,8.32,82,7.18,37.66,17.62,17.92,2.41,Sandy,43.06,Rainfed,Rabi,Rice,14.73,26.66,19.36,14.38,1,1.07
Millet,Millet (Foxtail),HYV,29.95,24.17,37.67,509.41,54.46,7.2,70,6.1,36.92,20.12,19.67,1.67,Red,52.38,Sprinkler,Kharif,Wheat,16.86,32.12,16.88,19.0,1,1.218
Rice,Rice (Sona Masuri),Traditional,27.86,20.49,37.08,1343.06,70.37,6.25,135,6.55,88.32,38.49,40.61,3.55,Red,84.49,Sprinkler,Kharif,Maize,16.43,57.12,32.74,32.82,1,4.434
Millet,Millet (Sorghum/Jowar),HYV,28.55,22.55,38.25,527.13,66.42,8.73,92,7.42,61.54,39.74,25.71,3.4,Black,64.69,Sprinkler,Rabi,Millet,18.85,67.08,32.79,25.22,1,2.963
Rice,Rice (Sona Masuri),HYV,29.04,21.43,40.12,1105.54,82.44,8.1,138,5.64,83.2,40.46,39.3,2.38,Sandy,70.28,Sprinkler,Kharif,Millet,5.2,85.52,41.49,41.12,1,4.307
Maize,Maize (Sweet Corn),Hybrid,22.95,14.98,34.18,773.79,62.1,6.91,98,6.96,105.95,62.27,40.94,2.5,Loamy,64.6,Sprinkler,Rabi,Fallow,13.36,115.03,64.23,63.0,1,6.184
Rice,Rice (Sona Masuri),HYV,28.0,20.49,37.89,1338.92,82.4,8.72,134,5.72,71.66,44.35,39.75,2.16,Red,68.04,Sprinkler,Kharif,Cotton,7.42,80.21,40.0,43.24,1,5.371
Millet,Millet (Sorghum/Jowar),Hybrid,32.37,25.75,42.65,663.95,52.69,8.65,99,7.02,69.04,34.79,27.16,2.21,Black,52.08,Rainfed,Kharif,Millet,8.45,83.91,34.3,29.1,0,3.807
Millet,Millet (Finger/Ragi),HYV,28.81,23.05,36.85,534.54,62.66,8.95,122,6.72,49.91,26.94,22.07,2.83,Desert,64.48,Sprinkler,Kharif,Wheat,11.6,36.36,23.04,15.94,1,1.99
Rice,Rice (Non-Basmati),HYV,29.31,23.97,37.75,1203.94,77.93,6.33,132,6.72,82.62,47.61,40.07,3.85,Alluvial,75.64,Flood,Kharif,Maize,19.35,90.58,44.2,55.68,1,7.537
Rice,Rice (Non-Basmati),Hybrid,30.04,22.59,41.7,1538.15,76.39,7.76,133,5.58,119.82,52.04,59.58,3.1,Laterite,76.45,Flood,Kharif,Sugarcane,1.69,92.35,45.53,47.38,1,7.133
Millet,Millet (Pearl/Bajra),HYV,29.18,21.85,37.51,465.26,57.99,8.12,81,6.69,43.42,24.14,25.05,1.93,Black,30.85,Drip,Kharif,Fallow,2.07,48.13,24.56,23.69,0,2.577
Millet,Millet (Sorghum/Jowar),HYV,27.23,19.42,35.25,603.03,60.33,8.79,122,6.13,72.95,30.13,26.5,2.11,Red,58.48,Sprinkler,Kharif,Soybean,10.68,77.45,35.97,26.81,1,3.492
Wheat,Wheat (Sharbati),HYV,18.08,10.5,28.06,446.47,58.43,9.03,119,7.09,97.91,48.25,36.08,2.06,Clayey,58.74,Drip,Rabi,Millet,16.35,84.2,42.21,27.37,1,5.019
Rice,Rice (Basmati),Traditional,26.26,19.53,35.06,1411.78,82.31,7.43,142,7.19,63.17,30.52,35.57,2.47,Alluvial,80.86,Drip,Kharif,Pulses,16.26,47.04,22.46,26.74,0,4.835
Soybean,Soybean (Oil Grade),Hybrid,27.45,20.63,35.58,672.07,65.73,6.55,98,6.18,27.19,68.35,39.75,2.75,Black,59.98,Sprinkler,Kharif,Cotton,1.56,26.4,61.75,48.62,1,4.393
Soybean,Soybean (Food Grade),Traditional,27.81,22.77,36.47,889.01,70.88,7.88,102,6.59,22.99,41.11,36.49,3.72,Alluvial,74.51,Sprinkler,Kharif,Maize,16.89,22.69,40.4,29.73,1,3.102
Wheat,Wheat (Sharbati),HYV,20.98,14.68,28.48,417.08,53.57,8.66,122,6.78,85.47,49.84,31.87,2.3,Laterite,46.72,Sprinkler,Kharif,Maize,14.7,95.86,42.74,31.92,1,3.072
Millet,Millet (Sorghum/Jowar),HYV,32.56,25.03,40.87,477.22,50.44,8.47,106,6.5,79.33,35.42,26.52,3.19,Alluvial,51.1,Flood,Zaid,Sugarcane,4.82,76.05,32.48,26.57,0,2.636
Rice,Rice (Sona Masuri),Hybrid,27.57,21.23,36.35,1172.03,71.07,6.34,139,6.56,78.22,42.36,36.31,3.63,Clayey,80.66,Flood,Kharif,Wheat,11.09,98.38,47.48,47.09,1,4.701
Millet,Millet (Finger/Ragi),Hybrid,31.04,24.35,40.49,538.02,55.93,9.69,122,6.95,43.49,23.89,21.97,3.33,Loamy,45.39,Sprinkler,Kharif,Pulses,11.28,40.14,23.61,27.08,1,3.82
Maize,Maize (Sweet Corn),HYV,27.14,21.32,34.54,620.95,73.12,7.45,84,5.84,100.78,58.28,50.46,2.12,Alluvial,52.32,Drip,Kharif,Millet,17.9,116.53,69.76,54.82,1,4.43
Wheat,Wheat (Sharbati),Hybrid,21.32,15.61,28.44,454.83,60.12,9.75,119,6.33,97.62,48.11,37.34,3.38,Loamy,60.18,Rainfed,Rabi,Cotton,6.38,105.98,52.51,36.56,1,4.923
Maize,Maize (Sweet Corn),Traditional,27.92,22.19,37.22,661.12,74.14,6.54,99,6.82,113.09,63.26,56.24,2.12,Alluvial,69.86,Sprinkler,Kharif,Soybean,10.03,108.0,67.27,52.55,0,6.202
Rice,Rice (Non-Basmati),Hybrid,29.53,21.76,40.27,1433.21,81.65,7.46,135,6.23,101.81,50.33,41.9,2.96,Alluvial,65.49,Sprinkler,Kharif,Soybean,15.97,117.36,55.31,51.99,1,6.894
Maize,Maize (Popcorn),Traditional,23.86,16.99,31.55,648.69,58.64,6.2,98,6.99,90.53,47.06,42.14,3.96,Red,68.07,Drip,Rabi,Rice,13.95,68.26,34.78,34.01,1,5.079
Maize,Maize (Feed Corn),HYV,24.28,18.93,36.26,849.12,64.26,8.69,104,6.82,131.95,75.99,61.37,3.25,Clayey,58.61,Drip,Kharif,Rice,4.0,122.4,70.53,57.62,1,11.608
Millet,Millet (Sorghum/Jowar),HYV,29.13,21.36,39.22,568.21,64.61,8.26,130,6.51,69.56,37.74,32.25,3.11,Red,54.68,Drip,Kharif,Cotton,14.65,61.05,33.49,31.82,1,4.99
Rice,Rice (Non-Basmati),Hybrid,26.21,21.16,34.82,1197.89,86.26,8.53,122,7.31,83.89,45.07,53.26,4.02,Desert,72.83,Flood,Kharif,Maize,4.84,107.39,61.53,62.95,1,5.819
Maize,Maize (Feed Corn),Hybrid,27.66,22.12,38.25,598.75,64.53,7.03,96,5.78,149.82,66.64,64.99,4.18,Black,62.75,Sprinkler,Kharif,Pulses,13.03,160.44,85.79,71.7,1,7.945
Wheat,Wheat (Common),Traditional,18.11,12.4,28.45,553.45,61.64,7.19,117,6.62,84.29,43.82,32.66,3.52,Alluvial,40.12,Flood,Rabi,Wheat,17.22,77.56,37.45,27.62,1,4.029
Millet,Millet (Sorghum/Jowar),HYV,29.65,22.52,41.31,631.55,69.6,9.98,105,7.68,77.85,34.53,25.65,1.84,Red,42.9,Rainfed,Kharif,Soybean,17.35,78.34,30.89,27.56,0,1.557
Rice,Rice (Non-Basmati),Hybrid,27.88,21.16,37.38,1344.78,79.12,6.62,110,7.15,115.15,53.64,50.82,4.88,Alluvial,68.0,Rainfed,Kharif,Pulses,3.55,120.72,55.62,53.05,1,7.561
Maize,Maize (Feed Corn),Traditional,27.44,20.36,38.61,836.85,77.08,8.81,93,7.45,121.85,67.41,60.18,2.0,Alluvial,62.37,Sprinkler,Kharif,Soybean,7.48,107.55,51.24,55.0,1,4.934
Soybean,Soybean (Oil Grade),Traditional,25.06,19.07,36.97,703.24,75.76,7.9,114,6.7,21.21,69.41,41.41,4.16,Black,67.58,Sprinkler,Kharif,Rice,4.34,26.31,51.56,37.58,0,2.917
Rice,Rice (Non-Basmati),HYV,26.05,21.05,33.54,1150.78,84.1,6.61,111,6.2,110.49,51.65,42.98,4.51,Black,87.08,Flood,Kharif,Maize,2.36,87.02,50.26,48.51,1,6.518
Maize,Maize (Sweet Corn),Traditional,23.4,16.22,31.27,602.44,61.91,8.44,80,6.47,100.54,59.28,48.0,2.58,Alluvial,63.36,Rainfed,Rabi,Fallow,14.19,85.09,51.03,36.57,1,5.284
Rice,Rice (Basmati),Hybrid,25.73,18.51,35.73,1327.73,70.13,8.78,130,6.52,70.41,36.55,34.18,4.14,Alluvial,81.53,Flood,Kharif,Pulses,12.98,86.04,43.92,34.17,0,6.5
Soybean,Soybean (Oil Grade),Traditional,26.54,19.98,37.13,833.05,76.84,8.23,112,6.59,27.19,62.15,44.04,2.52,Red,67.25,Rainfed,Kharif,Wheat,4.46,19.4,41.42,32.63,1,2.583
Millet,Millet (Foxtail),Traditional,31.76,25.98,41.82,361.95,63.53,7.14,66,6.15,33.66,16.01,16.96,2.47,Sandy,52.1,Sprinkler,Kharif,Sugarcane,15.02,30.16,15.06,13.27,1,1.261
Maize,Maize (Sweet Corn),HYV,26.95,19.02,37.16,707.03,64.87,6.3,100,6.39,104.41,65.2,56.0,3.7,Desert,67.43,Sprinkler,Kharif,Sugarcane,10.49,89.35,49.41,48.11,0,5.7
Maize,Maize (Popcorn),Traditional,24.41,18.25,32.79,626.65,55.72,6.68,97,6.5,97.71,58.35,42.9,4.16,Alluvial,69.35,Drip,Rabi,Sugarcane,14.76,74.07,40.92,32.57,1,5.634
Rice,Rice (Sona Masuri),HYV,30.83,25.77,42.04,1384.5,84.9,7.38,134,5.68,78.51,38.08,38.95,3.75,Laterite,62.19,Flood,Rabi,Millet,1.26,72.26,38.43,41.45,1,4.123
Maize,Maize (Popcorn),Traditional,22.97,16.69,34.11,660.53,65.19,8.82,96,5.92,82.1,54.35,48.6,3.31,Alluvial,67.09,Sprinkler,Kharif,Maize,7.08,78.6,41.2,32.37,1,6.143
Rice,Rice (Non-Basmati),Hybrid,29.46,22.4,37.06,1161.39,81.31,6.81,139,7.44,85.71,42.02,42.24,3.72,Alluvial,84.52,Rainfed,Kharif,Cotton,16.73,69.83,40.75,45.98,1,7.755
Millet,Millet (Sorghum/Jowar),HYV,32.56,27.17,42.92,665.27,58.17,7.46,106,6.83,78.05,32.58,27.67,2.67,Loamy,64.63,Flood,Rabi,Cotton,7.67,72.55,36.83,29.81,1,2.379
Maize,Maize (Popcorn),Traditional,24.15,18.19,33.09,558.4,57.58,8.05,99,6.8,84.95,51.0,47.1,3.63,Alluvial,52.27,Drip,Kharif,Maize,12.86,72.61,34.16,33.88,0,5.002
Rice,Rice (Sona Masuri),HYV,28.24,20.92,37.36,1123.81,84.87,8.81,132,6.32,85.45,38.41,42.49,3.11,Alluvial,69.43,Flood,Kharif,Soybean,7.37,85.05,35.34,42.28,1,3.72
Millet,Millet (Sorghum/Jowar),HYV,28.35,20.52,38.25,639.86,51.94,7.37,130,7.9,72.81,33.92,27.08,3.17,Loamy,42.52,Rainfed,Rabi,Pulses,3.67,67.83,38.18,26.63,1,3.356
Wheat,Wheat (Durum),Traditional,20.18,12.51,27.91,475.51,63.85,7.99,139,6.48,89.98,50.07,33.67,2.74,Laterite,55.68,Flood,Rabi,Rice,15.54,71.68,44.89,29.31,1,3.949
Rice,Rice (Sona Masuri),Traditional,27.36,22.34,35.04,1175.69,72.2,8.7,131,5.66,72.77,38.58,39.21,3.47,Loamy,79.33,Flood,Rabi,Maize,4.31,56.53,24.18,24.58,1,2.863
Wheat,Wheat (Common),HYV,20.84,13.63,32.05,492.49,67.85,9.16,113,7.44,84.44,41.22,39.41,3.58,Black,62.95,Sprinkler,Rabi,Wheat,0.94,82.67,46.17,38.18,0,6.831
Millet,Millet (Finger/Ragi),Traditional,31.84,23.99,39.32,491.73,54.14,7.95,120,6.06,48.87,27.44,23.05,2.75,Desert,41.51,Sprinkler,Kharif,Maize,5.63,36.21,22.47,12.28,1,1.479
Millet,Millet (Pearl/Bajra),Traditional,31.49,25.36,43.15,447.36,54.34,10.67,88,7.71,41.99,23.58,20.28,1.47,Clayey,36.51,Sprinkler,Kharif,Pulses,17.05,34.52,20.15,17.88,1,1.29
Soybean,Soybean (Oil Grade),Traditional,26.78,18.91,37.79,720.97,77.39,8.58,117,6.63,21.61,54.27,41.79,3.09,Desert,68.42,Sprinkler,Kharif,Fallow,14.63,13.63,42.91,25.38,1,3.035
Soybean,Soybean (Oil Grade),Traditional,28.22,22.98,36.78,860.97,65.91,6.86,97,6.89,24.87,55.48,38.7,2.55,Alluvial,68.34,Sprinkler,Kharif,Cotton,12.03,16.85,47.55,32.43,1,2.015
Maize,Maize (Feed Corn),Hybrid,27.68,20.37,34.78,605.16,74.27,7.69,101,7.12,125.45,63.39,55.33,2.16,Black,75.98,Sprinkler,Kharif,Rice,14.85,136.55,80.06,65.85,1,10.581
Wheat,Wheat (Durum),Traditional,21.23,16.11,30.07,502.68,53.0,8.17,138,7.34,99.93,58.88,36.71,2.58,Loamy,46.44,Flood,Rabi,Rice,0.81,56.44,37.79,22.27,1,3.122
Soybean,Soybean (Oil Grade),Hybrid,26.47,18.96,38.04,913.16,75.07,6.21,102,7.43,27.31,68.03,36.39,3.18,Red,62.84,Drip,Kharif,Wheat,12.94,22.9,56.58,42.31,0,5.088
Rice,Rice (Sona Masuri),Traditional,30.16,23.19,39.71,1094.76,83.83,6.16,131,5.54,89.12,35.71,41.1,2.26,Alluvial,67.1,Sprinkler,Kharif,Soybean,15.11,48.89,23.22,20.36,0,3.47
Millet,Millet (Pearl/Bajra),Traditional,28.65,22.97,36.33,530.65,58.47,8.69,82,7.04,50.1,29.85,29.95,2.22,Loamy,39.27,Rainfed,Kharif,Maize,3.64,33.38,21.16,16.84,1,1.663
Wheat,Wheat (Durum),Hybrid,21.68,14.56,33.23,576.41,56.29,9.35,120,6.8,82.28,43.2,38.22,2.39,Loamy,65.53,Drip,Rabi,Wheat,16.76,90.41,59.64,40.6,1,6.803
Soybean,Soybean (Oil Grade),Hybrid,29.17,21.52,36.75,875.7,72.85,8.18,100,6.62,24.09,63.82,35.45,3.49,Laterite,59.7,Sprinkler,Kharif,Rice,10.68,23.62,73.11,48.47,1,5.055
Wheat,Wheat (Durum),Hybrid,20.48,14.03,29.53,555.87,54.64,7.34,135,7.3,85.31,58.83,39.47,2.7,Black,68.96,Flood,Rabi,Maize,9.32,94.81,45.57,41.29,1,6.885
Rice,Rice (Basmati),Hybrid,25.05,19.82,33.93,1410.27,70.11,7.37,138,6.27,77.82,34.6,37.1,4.95,Alluvial,61.25,Flood,Kharif,Rice,0.93,53.4,27.77,26.4,1,5.482
Millet,Millet (Foxtail),HYV,30.5,24.86,37.77,419.96,58.03,7.48,74,7.31,38.33,20.3,17.26,1.25,Sandy,44.27,Rainfed,Rabi,Soybean,10.6,39.49,24.35,15.15,1,1.425
Soybean,Soybean (Food Grade),Traditional,29.2,22.25,38.43,726.65,63.18,6.36,93,6.41,28.28,51.65,33.23,2.32,Red,60.82,Sprinkler,Kharif,Sugarcane,4.0,19.25,37.23,27.07,1,2.059
Maize,Maize (Sweet Corn),HYV,24.49,19.09,36.46,507.13,68.43,7.09,89,6.98,103.11,63.96,51.08,3.43,Loamy,68.05,Sprinkler,Rabi,Soybean,3.07,85.61,48.54,44.5,1,8.364
Millet,Millet (Sorghum/Jowar),Traditional,31.63,23.72,42.82,471.26,51.59,7.28,111,7.72,73.85,33.44,30.14,3.0,Loamy,62.29,Sprinkler,Rabi,Soybean,18.6,63.7,31.74,24.83,0,1.74
Maize,Maize (Sweet Corn),Traditional,23.87,17.01,32.68,525.32,67.87,6.92,86,6.65,106.01,62.35,51.45,2.53,Black,66.31,Drip,Rabi,Rice,15.73,80.88,48.8,38.14,0,6.249
Millet,Millet (Sorghum/Jowar),Hybrid,32.22,24.56,43.3,659.13,63.44,8.23,116,7.62,65.38,31.72,28.95,2.82,Black,54.18,Rainfed,Kharif,Fallow,2.91,72.23,40.06,38.06,1,4.415
Wheat,Wheat (Common),Hybrid,21.75,14.26,29.14,524.56,51.66,9.14,119,7.4,98.68,45.95,37.53,3.65,Alluvial,51.67,Sprinkler,Rabi,Maize,16.19,65.21,36.23,24.96,1,5.955
Soybean,Soybean (Food Grade),Hybrid,29.25,23.8,37.88,726.99,72.38,8.23,91,6.1,21.25,40.01,38.62,3.67,Loamy,65.08,Sprinkler,Kharif,Sugarcane,7.29,29.22,64.4,40.18,0,2.821
